,ATP,HTGD,ATGD,DiffFormPts,DiffPts,DiffLP,FTR
3725,22,-12.0,-23.0,7,11,13.0,A
3726,53,-23.0,5.0,-6,-28,14.0,D
3727,35,-21.0,-15.0,-1,-9,1.0,H
3728,61,-5.0,34.0,0,-25,8.0,H
3729,22,-20.0,-23.0,6,6,17.0,D
3730,63,-23.0,30.0,-11,-37,16.0,A
3731,28,20.0,-14.0,5,25,-11.0,H
3732,39,-20.0,-4.0,-8,-10,6.0,A
3733,37,-2.0,-3.0,0,9,-3.0,D
3734,28,5.0,-22.0,4,26,-12.0,A
3735,25,-15.0,-19.0,-1,8,-1.0,A
3736,42,2.0,-4.0,-3,0,3.0,D
3737,61,27.0,33.0,9,1,2.0,H
3738,73,-20.0,38.0,-10,-48,-1.0,A
3739,35,9.0,-16.0,6,19,-9.0,H
3740,65,39.0,29.0,-2,11,-3.0,H
3741,33,-1.0,-16.0,9,9,-3.0,A
3742,26,-3.0,-24.0,6,12,-8.0,H
3743,47,-17.0,-2.0,3,-19,6.0,H
3744,56,-4.0,22.0,-6,-13,2.0,H
3745,43,31.0,2.0,2,18,-10.0,H
3746,54,-18.0,4.0,-7,-19,10.0,A
3747,28,-24.0,-17.0,-6,-2,5.0,A
3748,28,-1.0,-16.0,10,14,-8.0,A
3749,29,31.0,-22.0,-1,32,-15.0,H
3750,47,-20.0,-4.0,-7,-12,7.0,A
3751,43,-21.0,0.0,0,-17,-12.0,D
3752,57,21.0,6.0,0,-1,2.0,D
3753,30,-3.0,-23.0,0,16,-7.0,D
3754,58,-14.0,11.0,-1,-22,7.0,D
3755,77,31.0,39.0,0,-10,2.0,D
3756,65,-2.0,28.0,1,-24,7.0,H
3757,58,-14.0,11.0,-3,-27,12.0,H
3758,77,-16.0,39.0,-1,-46,13.0,A
3759,41,-21.0,-2.0,-6,-9,6.0,H
3760,35,-18.0,-21.0,12,-4,-1.0,H
3761,27,10.0,-21.0,-1,31,6.0,H
3762,37,25.0,-14.0,5,28,-9.0,A
3763,57,-22.0,21.0,0,-24,9.0,H
3764,47,-3.0,-3.0,5,3,-1.0,H
3765,26,0.0,-26.0,4,18,-7.0,H
3766,42,41.0,-5.0,4,38,-9.0,H
3767,67,6.0,34.0,-1,-9,3.0,A
3768,70,-13.0,33.0,-7,-36,15.0,A
3769,44,-22.0,0.0,-1,-12,5.0,H
3770,65,-6.0,24.0,0,-23,6.0,A
3771,36,0.0,-20.0,0,8,-5.0,A
3772,26,-15.0,-27.0,5,8,-1.0,A
3773,57,-15.0,20.0,8,-23,7.0,H
3774,40,-24.0,-13.0,-7,-5,2.0,D
3775,58,-5.0,5.0,0,-11,4.0,H
3776,61,42.0,11.0,6,22,-5.0,D
3777,27,35.0,-22.0,4,43,2.0,H
3778,53,32.0,-1.0,0,17,-5.0,A
3779,47,-27.0,-5.0,-4,-21,10.0,D
3780,42,11.0,-7.0,5,20,-4.0,A
3781,36,-28.0,-24.0,1,-9,-15.0,H
3782,38,18.0,-20.0,-6,19,-10.0,H
3783,37,-20.0,-13.0,-4,0,2.0,D
3784,34,2.0,-16.0,-2,24,-13.0,H
3785,44,0.0,-2.0,-2,3,1.0,A
3786,71,25.0,32.0,-2,-3,1.0,D
3787,73,0.0,41.0,-2,-17,6.0,A
3788,84,-13.0,42.0,-3,-43,12.0,H
3789,37,32.0,-20.0,0,34,-13.0,D
3790,44,32.0,-10.0,-5,28,-10.0,H
3791,30,-25.0,-26.0,5,8,-2.0,A
3792,38,39.0,-20.0,-1,46,-15.0,H
3793,56,-5.0,-2.0,-6,-11,2.0,H
3794,61,-1.0,4.0,2,-14,6.0,A
3795,69,-18.0,25.0,2,-35,14.0,D
3796,30,-13.0,-27.0,6,8,14.0,H
3797,60,43.0,23.0,11,16,-5.0,H
3798,47,-25.0,-1.0,-3,-11,3.0,H
3799,62,-2.0,9.0,3,-11,3.0,H
3830,1,-1.0,-4.0,2,2,3.0,D
3831,7,-1.0,3.0,-4,-4,15.0,D
3832,6,-2.0,2.0,-2,-2,-5.0,A
3833,3,2.0,0.0,4,4,1.0,A
3834,3,8.0,0.0,6,6,-9.0,H
3835,4,-2.0,-1.0,-2,-2,16.0,A
3836,1,-1.0,-4.0,1,1,-5.0,A
3837,4,-1.0,1.0,-2,-2,-8.0,D
3838,4,-3.0,0.0,-2,-2,-13.0,H
3839,7,2.0,2.0,-2,-2,7.0,H
3840,2,0.0,-2.0,5,5,-7.0,H
3841,12,3.0,10.0,-3,-3,11.0,A
3842,4,1.0,-3.0,1,1,1.0,H
3843,7,1.0,-1.0,0,0,-3.0,H
3844,4,-3.0,-1.0,0,0,3.0,H
3845,8,-2.0,3.0,-5,-5,1.0,H
3846,5,-3.0,0.0,-1,-1,8.0,D
3847,4,3.0,-1.0,4,4,-19.0,H
3848,3,-4.0,-1.0,-1,-1,14.0,A
3849,2,3.0,-3.0,4,4,-11.0,H
3850,5,-2.0,-3.0,-1,-1,6.0,A
3851,2,-3.0,-5.0,2,2,-1.0,H
3852,10,-5.0,2.0,-6,-6,8.0,H
3853,9,11.0,5.0,6,6,-3.0,A
3854,6,-5.0,-1.0,-4,-4,5.0,A
3855,11,-4.0,4.0,-9,-9,8.0,D
3856,8,2.0,3.0,0,0,1.0,D
3857,7,-3.0,-1.0,0,0,-11.0,D
3858,10,0.0,3.0,-4,-4,1.0,A
3859,9,0.0,2.0,-3,-3,-12.0,H
3860,10,4.0,0.0,-1,2,-1.0,A
3861,4,-3.0,-3.0,4,4,-12.0,H
3862,2,4.0,-7.0,8,11,-12.0,H
3863,7,-6.0,-3.0,-5,-5,8.0,D
3864,9,-1.0,2.0,-3,-3,-6.0,H
3865,7,-4.0,-1.0,-4,-4,-7.0,H
3866,15,1.0,10.0,-3,-6,-1.0,H
3867,8,6.0,-1.0,1,4,-12.0,D
3868,9,0.0,1.0,2,0,-2.0,A
3869,9,-2.0,3.0,0,-1,3.0,A
3870,6,-4.0,-3.0,-4,-2,11.0,A
3871,9,-2.0,-1.0,0,-2,3.0,D
3872,9,-3.0,1.0,-1,-1,4.0,A
3873,8,2.0,-3.0,2,4,1.0,H
3874,3,7.0,-6.0,7,12,-14.0,H
3875,12,-1.0,1.0,0,-3,18.0,A
3876,13,-10.0,6.0,-8,-11,10.0,D
3877,16,3.0,7.0,0,-3,-3.0,H
3878,11,4.0,-2.0,3,1,3.0,D
3879,12,0.0,4.0,-6,-3,9.0,D
3880,4,-5.0,-5.0,3,4,-10.0,H
3881,14,4.0,6.0,-2,1,8.0,A
3882,16,4.0,4.0,0,-3,6.0,A
3883,8,12.0,-2.0,4,10,-12.0,H
3884,15,3.0,2.0,2,-3,5.0,D
3885,12,4.0,-2.0,6,1,-5.0,D
3886,16,-1.0,6.0,-5,-6,11.0,A
3887,3,-5.0,-10.0,5,5,-3.0,H
3888,9,-11.0,-2.0,-4,-6,-1.0,H
3889,9,0.0,-2.0,-2,1,3.0,A
3890,13,9.0,1.0,4,6,-9.0,H
3891,10,-7.0,-1.0,-2,-6,8.0,A
3892,15,2.0,2.0,2,1,-14.0,H
3893,11,-6.0,-4.0,-2,-2,5.0,A
3894,10,-1.0,-4.0,3,2,-4.0,A
3895,11,8.0,-3.0,4,6,-3.0,H
3896,14,-6.0,4.0,-7,-6,13.0,A
3897,13,-2.0,3.0,-2,0,2.0,D
3898,21,7.0,16.0,3,-2,1.0,D
3899,6,-11.0,-7.0,-3,-3,-1.0,H
3900,14,-4.0,-2.0,0,-3,2.0,A
3901,20,1.0,7.0,-4,-5,10.0,D
3902,9,16.0,-7.0,5,13,-15.0,H
3903,12,-10.0,-3.0,-6,-6,9.0,D
3904,22,0.0,10.0,-7,-9,10.0,A
3905,20,-2.0,9.0,-4,-7,6.0,H
3906,19,-3.0,3.0,1,-5,13.0,A
3907,6,0.0,-8.0,1,7,-6.0,H
3908,8,3.0,-10.0,4,6,-10.0,H
3909,4,8.0,-8.0,11,13,-17.0,H
3910,7,-12.0,-10.0,-4,1,-2.0,A
3911,16,4.0,0.0,3,6,-12.0,H
3912,14,7.0,-4.0,2,7,-9.0,H
3913,13,-8.0,-3.0,-3,-4,7.0,H
3914,11,-3.0,-6.0,6,2,-1.0,H
3915,17,-12.0,5.0,-7,-11,11.0,A
3916,16,7.0,4.0,1,4,-4.0,D
3917,20,13.0,10.0,4,5,-1.0,D
3918,25,-10.0,17.0,-10,-21,16.0,D
3919,16,0.0,1.0,2,1,-7.0,A
3920,12,-7.0,-7.0,0,-1,-9.0,H
3921,5,4.0,-10.0,4,12,-9.0,H
3922,17,17.0,-1.0,5,9,-4.0,A
3923,25,-9.0,5.0,-6,-15,17.0,A
3924,16,6.0,-2.0,1,4,-3.0,A
3925,8,-4.0,-13.0,3,5,-4.0,D
3926,24,-1.0,9.0,-1,-8,8.0,A
3927,26,-6.0,13.0,-7,-12,12.0,H
3928,21,10.0,7.0,1,0,-4.0,H
3929,6,2.0,-13.0,3,13,-2.0,A
3930,16,-14.0,-2.0,-5,-11,7.0,A
3931,20,-13.0,8.0,-6,-11,5.0,D
3932,10,1.0,-12.0,-3,9,-3.0,H
3933,27,8.0,10.0,2,1,-4.0,D
3934,20,14.0,5.0,0,6,-2.0,H
3935,19,-12.0,-1.0,-4,-10,8.0,H
3936,14,2.0,-4.0,4,6,-4.0,H
3937,26,-8.0,12.0,-7,-14,17.0,D
3938,14,13.0,-6.0,5,10,-7.0,D
3939,17,4.0,-5.0,-2,4,-7.0,D
3940,12,12.0,-10.0,-1,15,-15.0,H
3941,10,-6.0,-13.0,2,5,-6.0,A
3942,22,10.0,4.0,4,6,-2.0,D
3943,5,3.0,-15.0,6,15,-14.0,D
3944,29,-3.0,16.0,-1,-10,5.0,H
3945,29,-5.0,8.0,-9,-15,11.0,A
3946,13,-1.0,-8.0,5,6,-6.0,H
3947,25,-5.0,13.0,-4,-7,11.0,D
3948,23,-16.0,3.0,-6,-13,10.0,H
3949,22,8.0,5.0,1,-1,-4.0,D
3950,29,-12.0,10.0,-4,-16,11.0,H
3951,21,5.0,3.0,1,2,9.0,H
3952,14,14.0,-8.0,6,15,-8.0,H
3953,22,-10.0,8.0,-5,-9,8.0,D
3954,22,-12.0,1.0,-3,-10,4.0,A
3955,22,4.0,-1.0,-7,1,-2.0,D
3956,30,-15.0,14.0,-6,-24,18.0,A
3957,19,1.0,-5.0,4,4,-6.0,D
3958,13,13.0,-14.0,2,13,-15.0,A
3959,15,11.0,-7.0,9,17,-9.0,H
3960,12,-8.0,-13.0,-2,3,-7.0,H
3961,35,8.0,12.0,-6,-12,10.0,A
3962,14,9.0,-10.0,3,15,-14.0,A
3963,6,-13.0,-17.0,7,10,-2.0,D
3964,26,2.0,12.0,-2,-5,3.0,A
3965,26,-1.0,6.0,0,-3,-6.0,A
3966,16,-5.0,-11.0,-2,4,-2.0,A
3967,24,-9.0,4.0,-3,-10,5.0,D
3968,24,2.0,1.0,2,1,5.0,H
3969,32,16.0,15.0,1,1,-2.0,H
3970,25,-17.0,4.0,-2,-18,13.0,D
3971,29,-10.0,7.0,1,-10,1.0,D
3972,28,-6.0,5.0,-5,-10,-3.0,D
3973,38,-2.0,13.0,-6,-14,7.0,H
3974,12,14.0,-15.0,0,20,-13.0,H
3975,23,-13.0,7.0,1,-6,7.0,A
3976,36,0.0,17.0,-9,-15,4.0,H
3977,29,-2.0,8.0,2,-6,4.0,H
3978,20,-9.0,-6.0,-4,-5,-2.0,H
3979,17,14.0,-9.0,3,12,-16.0,H
3980,20,13.0,-10.0,-1,16,-14.0,H
3981,18,7.0,-8.0,7,12,3.0,D
3982,26,8.0,0.0,-1,0,2.0,A
3983,19,6.0,-6.0,-3,10,-5.0,D
3984,8,-12.0,-17.0,2,9,-1.0,H
3985,32,5.0,17.0,5,-3,10.0,A
3986,17,-7.0,-14.0,-4,3,-4.0,H
3987,24,4.0,4.0,1,2,1.0,H
3988,35,12.0,17.0,1,3,-3.0,D
3989,27,-18.0,-1.0,-4,-15,9.0,A
3990,17,15.0,-15.0,5,22,-16.0,H
3991,20,12.0,-12.0,0,19,-15.0,D
3992,19,6.0,-8.0,-3,11,-7.0,H
3993,24,-10.0,3.0,3,-4,13.0,H
3994,8,-19.0,-19.0,-3,4,-3.0,H
3995,36,4.0,17.0,3,-7,9.0,A
3996,29,-6.0,1.0,-5,-6,5.0,H
3997,30,5.0,0.0,0,-1,-1.0,H
3998,20,7.0,-6.0,4,11,5.0,A
3999,35,7.0,18.0,-5,-9,8.0,D
4000,31,-21.0,4.0,-6,-23,5.0,H
4001,32,-12.0,7.0,-1,-11,9.0,A
4002,33,-16.0,7.0,0,-16,13.0,D
4003,26,-3.0,-5.0,1,-3,-4.0,D
4004,42,-2.0,16.0,-5,-12,6.0,D
4005,27,18.0,7.0,5,12,-7.0,D
4006,29,2.0,3.0,-4,-5,-7.0,H
4007,23,0.0,-9.0,-3,6,-10.0,H
4008,15,-9.0,-17.0,2,4,-5.0,A
4009,40,18.0,12.0,2,-4,2.0,A
4010,43,-20.0,13.0,-3,-32,19.0,D
4011,23,-14.0,-11.0,-4,-2,-3.0,H
4012,28,-3.0,7.0,4,-4,-1.0,D
4013,31,18.0,3.0,3,9,-11.0,H
4014,35,-16.0,9.0,-9,-17,11.0,H
4015,27,4.0,-5.0,-1,0,-8.0,H
4016,18,17.0,-15.0,4,18,-14.0,H
4017,34,-2.0,7.0,2,-3,3.0,A
4018,43,2.0,16.0,-1,-11,7.0,D
4019,29,-11.0,1.0,1,-10,-1.0,H
4020,39,-1.0,20.0,-8,-8,12.0,A
4021,33,13.0,2.0,-4,11,-8.0,H
4022,30,8.0,7.0,-1,7,-1.0,A
4023,31,-14.0,-3.0,-1,-8,11.0,A
4024,24,-18.0,-11.0,1,-6,1.0,D
4025,21,0.0,-15.0,-3,8,-5.0,H
4026,12,-8.0,-20.0,2,15,-6.0,D
4027,43,8.0,22.0,-1,-8,3.0,D
4028,25,16.0,-3.0,1,19,-8.0,A
4029,22,7.0,-10.0,-1,7,-1.0,A
4030,33,15.0,8.0,-1,11,-4.0,D
4031,25,-3.0,-11.0,-4,6,-1.0,A
4032,34,16.0,-2.0,2,13,-7.0,H
4033,33,7.0,-1.0,1,4,-4.0,H
4034,42,-15.0,22.0,-4,-19,16.0,A
4035,44,-18.0,22.0,-2,-25,13.0,A
4036,25,-8.0,-9.0,1,3,2.0,D
4037,13,8.0,-20.0,5,23,-13.0,H
4038,21,6.0,-16.0,-1,8,-7.0,H
4039,28,1.0,-2.0,-6,4,3.0,D
4040,23,-22.0,-18.0,2,-10,1.0,H
4041,19,-4.0,-19.0,-3,15,-9.0,D
4042,50,23.0,18.0,0,-3,3.0,A
4043,29,-19.0,-8.0,-2,-8,4.0,H
4044,39,8.0,10.0,0,-5,-1.0,H
4045,32,-4.0,9.0,-2,1,-2.0,A
4046,31,-9.0,-4.0,7,-5,-3.0,D
4047,33,25.0,1.0,6,12,-10.0,H
4048,45,-10.0,15.0,2,-17,14.0,A
4049,40,-2.0,10.0,-1,-11,5.0,D
4050,33,-12.0,-7.0,3,-5,7.0,A
4051,24,-2.0,-18.0,0,6,-8.0,H
4052,33,-4.0,0.0,-3,-1,2.0,A
4053,29,12.0,-9.0,5,6,-3.0,A
4054,39,-20.0,9.0,-7,-16,12.0,D
4055,41,-19.0,10.0,-3,-21,12.0,H
4056,37,-9.0,9.0,-5,-10,6.0,A
4057,53,17.0,20.0,-7,-5,1.0,H
4058,35,-20.0,-4.0,3,-19,12.0,A
4059,48,21.0,26.0,-4,-1,1.0,A
4060,24,19.0,-20.0,9,29,-18.0,H
4061,33,10.0,2.0,4,7,-4.0,A
4062,16,-5.0,-26.0,-1,20,-11.0,H
4063,28,1.0,-14.0,0,8,-3.0,D
4064,32,-8.0,-5.0,4,0,-1.0,H
4065,23,9.0,-18.0,0,17,-10.0,H
4066,27,27.0,-10.0,7,24,-9.0,H
4067,51,9.0,18.0,-1,-10,3.0,H
4068,35,-26.0,11.0,-2,-19,9.0,A
4069,40,-14.0,10.0,-6,-12,10.0,H
4070,35,20.0,-7.0,4,21,-13.0,D
4071,36,-21.0,3.0,-10,-12,9.0,A
4072,32,-19.0,-6.0,4,-9,2.0,D
4073,27,17.0,-11.0,2,24,-10.0,A
4074,47,5.0,17.0,6,-6,4.0,H
4075,37,10.0,1.0,-1,7,-8.0,H
4076,24,-4.0,-23.0,3,15,-9.0,H
4077,54,10.0,28.0,-7,-11,4.0,H
4078,39,3.0,-4.0,5,-3,1.0,D
4079,43,13.0,10.0,1,-5,4.0,A
4080,16,21.0,-29.0,3,34,-16.0,H
4081,32,-25.0,-12.0,-4,-8,2.0,A
4082,24,7.0,-19.0,2,16,-11.0,D
4083,24,-10.0,-22.0,4,6,-7.0,H
4084,51,27.0,16.0,5,3,1.0,D
4085,57,0.0,20.0,-5,-20,12.0,A
4086,44,-6.0,6.0,-8,-11,7.0,A
4087,47,-7.0,11.0,-2,-11,9.0,H
4088,30,-12.0,-10.0,2,2,4.0,H
4089,50,-22.0,21.0,-5,-26,15.0,D
4090,41,-3.0,7.0,3,2,3.0,A
4091,55,-33.0,27.0,-7,-39,17.0,A
4092,24,21.0,-26.0,7,36,-17.0,H
4093,49,4.0,12.0,1,-9,3.0,D
4094,60,-7.0,21.0,-8,-27,14.0,A
4095,52,10.0,16.0,-1,-14,9.0,A
4096,16,-9.0,-33.0,4,17,-8.0,H
4097,43,-1.0,-3.0,-6,-6,4.0,A
4098,24,-6.0,-23.0,9,15,-5.0,A
4099,47,21.0,10.0,-3,4,-1.0,A
4100,26,-26.0,-19.0,-5,-1,1.0,D
4101,45,8.0,5.0,-3,-1,-2.0,H
4102,38,29.0,-9.0,0,20,-13.0,H
4103,37,18.0,-2.0,3,18,-11.0,H
4104,41,-35.0,4.0,-11,-25,10.0,A
4105,51,-9.0,20.0,6,-13,12.0,A
4106,58,5.0,29.0,0,-13,5.0,D
4107,25,-23.0,-26.0,1,0,1.0,H
4108,33,-4.0,-10.0,4,10,-3.0,D
4109,39,-19.0,-7.0,-4,-13,3.0,D
4110,34,12.0,-8.0,9,17,-8.0,D
4111,47,23.0,9.0,6,19,-5.0,H
4112,39,12.0,9.0,8,14,-6.0,H
4113,38,-36.0,-12.0,-10,-22,4.0,A
4114,28,-8.0,-22.0,-2,6,-4.0,H
4115,40,24.0,-7.0,-1,14,-10.0,H
4116,25,9.0,-27.0,6,22,-12.0,H
4117,44,-9.0,8.0,-2,-8,2.0,H
4118,39,-6.0,9.0,-3,-2,2.0,D
4119,58,12.0,22.0,4,-7,5.0,D
4120,47,9.0,-3.0,2,4,-1.0,H
4121,69,-21.0,24.0,-9,-42,16.0,A
4122,53,32.0,9.0,-1,9,-2.0,H
4123,40,-7.0,9.0,3,-3,4.0,D
4124,57,7.0,25.0,-2,-13,6.0,A
4125,47,9.0,8.0,-5,-7,5.0,D
4126,16,9.0,-40.0,9,37,-15.0,H
4127,37,-29.0,-9.0,-9,-12,6.0,H
4128,27,-21.0,-21.0,3,4,2.0,A
4129,38,-8.0,-6.0,4,2,1.0,A
4130,38,22.0,-7.0,4,22,-13.0,D
4131,54,-15.0,13.0,-1,-13,8.0,A
4132,53,26.0,12.0,8,19,-6.0,D
4133,65,-6.0,35.0,-6,-18,6.0,A
4134,60,-26.0,28.0,-6,-32,14.0,D
4135,41,13.0,9.0,7,13,-3.0,H
4136,38,10.0,-7.0,4,18,-10.0,H
4137,41,12.0,-5.0,3,12,-6.0,H
4138,40,22.0,-9.0,5,20,-12.0,H
4139,50,-41.0,10.0,-10,-34,14.0,A
4140,47,-16.0,7.0,-1,-6,6.0,A
4141,29,13.0,-26.0,6,26,-10.0,D
4142,47,28.0,-10.0,6,14,-5.0,H
4143,40,26.0,-11.0,6,33,-11.0,H
4144,63,-18.0,24.0,-5,-32,15.0,D
4145,40,39.0,-11.0,12,28,-11.0,D
4146,31,24.0,-25.0,4,32,-17.0,H
4147,41,5.0,-16.0,-3,0,-5.0,H
4148,39,-26.0,-7.0,-1,-10,3.0,H
4149,31,-10.0,-18.0,-2,16,-8.0,D
4150,16,-6.0,-44.0,7,28,-7.0,H
4151,59,-11.0,17.0,-7,-18,7.0,A
4152,76,12.0,30.0,-3,-16,4.0,D
4153,64,12.0,32.0,-3,-10,2.0,H
4154,55,-15.0,11.0,-3,-15,4.0,H
4155,69,7.0,39.0,-4,-21,7.0,D
4156,30,-44.0,-26.0,-5,-14,2.0,D
4157,41,-19.0,-11.0,1,0,2.0,D
4158,47,-9.0,-14.0,2,-8,6.0,H
4159,44,30.0,6.0,7,32,-10.0,H
4160,63,-27.0,13.0,-7,-32,14.0,A
4161,48,-17.0,6.0,4,-13,7.0,H
4162,43,14.0,-13.0,1,16,-5.0,A
4163,44,13.0,-8.0,3,14,-5.0,H
4164,67,30.0,25.0,1,-3,2.0,D
4165,57,39.0,14.0,-1,13,-3.0,A
4166,63,14.0,13.0,-2,-4,2.0,H
4167,48,13.0,6.0,6,10,-2.0,D
4168,44,-27.0,-8.0,-4,-13,6.0,H
4169,44,-17.0,4.0,3,-9,6.0,H
4170,17,25.0,-45.0,8,51,-18.0,H
4171,80,6.0,32.0,-6,-31,9.0,D
4172,34,1.0,-25.0,1,10,-8.0,H
4173,70,-25.0,38.0,1,-36,15.0,H
4174,42,15.0,-9.0,8,18,-9.0,H
4175,62,-15.0,15.0,-9,-14,2.0,H
4176,65,-10.0,30.0,1,-19,8.0,D
4177,38,-10.0,-14.0,-5,6,-4.0,D
4178,59,-14.0,13.0,-6,-17,6.0,D
4179,42,12.0,-20.0,6,21,-11.0,H
4210,2,1.0,-2.0,2,2,-3.0,H
4211,4,-3.0,0.0,-3,-3,-1.0,H
4212,6,-2.0,2.0,-3,-3,-2.0,D
4213,4,-1.0,0.0,0,0,-8.0,H
4214,9,5.0,6.0,0,0,3.0,A
4215,1,1.0,-2.0,4,4,5.0,A
4216,5,-4.0,1.0,-4,-4,11.0,A
4217,1,-2.0,-3.0,2,2,-6.0,A
4218,9,-2.0,5.0,-6,-6,14.0,D
4219,7,-2.0,2.0,-6,-6,13.0,A
4220,7,5.0,2.0,3,3,-3.0,A
4221,5,5.0,0.0,5,5,-12.0,H
4222,7,2.0,2.0,0,0,13.0,A
4223,4,-3.0,-2.0,0,0,-4.0,H
4224,4,7.0,-2.0,8,8,-6.0,H
4225,3,-1.0,-4.0,1,1,-1.0,H
4226,1,-1.0,-8.0,3,3,1.0,H
4227,4,-3.0,-2.0,-2,-2,-7.0,H
4228,1,5.0,-5.0,7,7,-18.0,H
4229,9,-1.0,4.0,-5,-5,11.0,H
4230,10,5.0,4.0,0,0,4.0,H
4231,13,-6.0,7.0,-9,-9,2.0,H
4232,7,3.0,-1.0,3,3,-14.0,H
4233,7,2.0,0.0,2,2,-6.0,H
4234,11,-2.0,6.0,-6,-6,17.0,A
4235,7,-11.0,1.0,-6,-6,3.0,D
4236,7,-6.0,2.0,-6,-6,6.0,A
4237,15,-3.0,11.0,-11,-11,12.0,A
4238,5,-6.0,-2.0,-2,-2,3.0,A
4239,7,-5.0,1.0,-3,-3,-1.0,H
4240,10,6.0,3.0,2,3,-7.0,D
4241,10,-5.0,1.0,-3,-3,17.0,A
4242,8,-7.0,1.0,-4,-7,10.0,D
4243,13,-5.0,7.0,-9,-9,11.0,A
4244,7,-1.0,-5.0,-1,0,8.0,D
4245,5,-9.0,-3.0,-1,-2,-8.0,D
4246,13,-3.0,8.0,-6,-6,11.0,A
4247,8,-3.0,1.0,0,-1,4.0,D
4248,2,5.0,-11.0,8,10,-7.0,D
4249,18,7.0,13.0,-2,-4,-1.0,H
4250,4,9.0,-6.0,14,12,-10.0,H
4251,7,-5.0,-7.0,7,1,-9.0,H
4252,8,3.0,-3.0,0,5,-11.0,H
4253,4,3.0,-9.0,10,7,3.0,A
4254,14,11.0,6.0,2,4,-4.0,D
4255,2,-11.0,-7.0,0,1,-7.0,H
4256,17,1.0,9.0,-7,-8,8.0,D
4257,8,-3.0,-1.0,-5,-2,2.0,A
4258,7,1.0,-4.0,4,2,-8.0,H
4259,13,8.0,5.0,6,3,-2.0,D
4260,6,10.0,-4.0,14,13,-14.0,D
4261,18,0.0,9.0,-3,-7,7.0,D
4262,15,-6.0,6.0,-4,-8,9.0,H
4263,6,-12.0,-9.0,-4,1,5.0,A
4264,11,-6.0,2.0,-6,-3,-2.0,H
4265,10,8.0,1.0,7,7,-6.0,H
4266,11,-7.0,0.0,-9,-7,-2.0,D
4267,2,-8.0,-9.0,3,5,-9.0,H
4268,14,6.0,5.0,2,2,-5.0,H
4269,12,11.0,3.0,0,7,-5.0,D
4270,20,0.0,9.0,-6,-9,10.0,A
4271,10,1.0,-5.0,-1,4,-10.0,D
4272,12,-4.0,0.0,-6,-5,10.0,H
4273,20,-10.0,10.0,-12,-18,15.0,A
4274,11,9.0,-4.0,4,8,-10.0,D
4275,7,0.0,-14.0,8,5,-1.0,H
4276,20,0.0,11.0,-2,-10,7.0,A
4277,10,5.0,-7.0,-2,5,-4.0,H
4278,19,3.0,10.0,2,-6,7.0,A
4279,5,-7.0,-7.0,7,4,-2.0,H
4280,2,-2.0,-13.0,7,10,-11.0,A
4281,11,-5.0,-2.0,3,0,2.0,H
4282,18,12.0,7.0,7,4,-6.0,H
4283,10,15.0,-2.0,3,13,-16.0,D
4284,12,-9.0,-5.0,-4,-2,-2.0,D
4285,20,13.0,9.0,4,3,3.0,D
4286,13,-15.0,1.0,-8,-6,10.0,H
4287,10,-4.0,-4.0,2,2,2.0,A
4288,15,11.0,1.0,5,8,-13.0,H
4289,15,-9.0,1.0,-5,-10,9.0,A
4290,24,-3.0,15.0,-5,-13,11.0,A
4291,5,2.0,-11.0,4,13,-8.0,D
4292,24,3.0,13.0,-5,-6,1.0,D
4293,26,0.0,16.0,-8,-13,4.0,D
4294,12,-5.0,-3.0,6,1,4.0,A
4295,10,-12.0,-14.0,1,-5,2.0,H
4296,11,9.0,-9.0,-1,10,-9.0,H
4297,12,-4.0,-5.0,3,3,5.0,H
4298,25,-2.0,17.0,-9,-14,18.0,A
4299,14,-3.0,-4.0,-2,-1,-6.0,H
4300,27,-8.0,16.0,-2,-13,13.0,A
4301,24,18.0,10.0,8,4,-1.0,H
4302,16,-17.0,1.0,-4,-6,8.0,D
4303,11,-6.0,-3.0,-1,1,-7.0,D
4304,8,16.0,-9.0,5,19,-16.0,H
4305,11,-11.0,-4.0,2,-5,1.0,H
4306,15,13.0,-2.0,2,10,-4.0,H
4307,11,3.0,-10.0,-1,8,-5.0,D
4308,19,0.0,2.0,0,-5,1.0,H
4309,13,-3.0,-6.0,0,5,4.0,A
4310,17,-5.0,1.0,-5,-6,6.0,H
4311,31,17.0,19.0,-4,-1,2.0,A
4312,14,-5.0,-9.0,3,2,-3.0,H
4313,13,-11.0,-6.0,1,-5,8.0,H
4314,9,9.0,-10.0,1,15,-13.0,H
4315,18,1.0,-4.0,0,-1,-7.0,H
4316,28,-10.0,15.0,-4,-16,6.0,A
4317,30,-4.0,18.0,-9,-15,5.0,H
4318,20,1.0,3.0,-2,-1,1.0,D
4319,11,-3.0,-17.0,2,1,1.0,H
4320,19,19.0,-3.0,1,12,-8.0,H
4321,18,-11.0,-3.0,-2,-4,7.0,H
4322,14,-18.0,-2.0,1,-3,4.0,D
4323,30,-7.0,15.0,-8,-17,9.0,H
4324,11,-15.0,-10.0,-5,-2,-5.0,H
4325,20,-6.0,1.0,1,-2,10.0,H
4326,20,21.0,3.0,5,14,-9.0,H
4327,12,17.0,-14.0,8,18,-7.0,D
4328,27,3.0,14.0,-1,-6,4.0,H
4329,15,-2.0,-2.0,-4,2,-11.0,H
4330,16,-4.0,-5.0,2,2,-3.0,H
4331,34,0.0,21.0,-9,-14,2.0,H
