,ATP,HTGD,ATGD,DiffFormPts,DiffPts,DiffLP,FTR
1362,21,29.0,-15.0,7,24,-16.0,H
1363,41,4.0,13.0,0,-5,1.0,D
1364,23,10.0,-9.0,6,5,-8.0,H
1365,27,-2.0,-13.0,10,2,-8.0,H
1366,47,2.0,22.0,0,-16,9.0,D
1367,29,13.0,-2.0,1,12,-5.0,D
1368,31,13.0,2.0,4,13,-5.0,D
1369,21,-8.0,-6.0,1,2,5.0,H
1370,24,3.0,-15.0,4,6,-7.0,H
1371,21,-15.0,-22.0,-6,6,-3.0,D
1372,37,30.0,4.0,4,16,-4.0,H
1373,23,-17.0,-11.0,-6,-2,4.0,D
1374,28,-18.0,9.0,-9,-7,2.0,H
1375,48,22.0,31.0,-1,0,-1.0,H
1376,26,-10.0,-8.0,-4,-3,2.0,D
1377,47,-11.0,14.0,-6,-24,9.0,A
1378,27,31.0,-15.0,10,21,-14.0,D
1379,24,4.0,-8.0,10,13,-8.0,H
1380,22,10.0,-17.0,8,9,-9.0,H
1381,51,-16.0,24.0,-8,-27,12.0,A
1382,24,-8.0,-17.0,1,3,4.0,H
1383,24,-22.0,-10.0,5,-2,2.0,A
1384,30,2.0,0.0,1,3,4.0,D
1385,43,-5.0,13.0,-7,-19,4.0,D
1386,56,0.0,31.0,-4,-23,8.0,A
1387,31,-16.0,10.0,-9,-7,4.0,H
1388,30,31.0,0.0,11,26,-6.0,H
1389,27,13.0,-8.0,6,16,-12.0,D
1390,49,16.0,29.0,6,2,3.0,A
1391,33,-10.0,-1.0,-4,-6,4.0,H
1392,23,34.0,-14.0,10,36,-14.0,H
1393,34,-18.0,2.0,-1,-12,8.0,D
1394,27,-19.0,-14.0,0,-3,-2.0,D
1395,22,2.0,-23.0,3,11,-13.0,H
1396,31,25.0,8.0,0,23,-8.0,D
1397,40,-9.0,6.0,-3,-13,13.0,D
1398,25,-15.0,-5.0,-3,4,9.0,A
1399,33,13.0,2.0,2,11,-3.0,D
1400,35,30.0,2.0,6,17,-8.0,H
1401,22,6.0,-25.0,2,19,-15.0,H
1402,55,-18.0,25.0,-7,-32,17.0,H
1403,25,15.0,-19.0,6,26,-6.0,D
1404,28,-9.0,-9.0,2,2,-5.0,H
1405,26,-16.0,-13.0,-3,3,2.0,A
1406,32,-2.0,8.0,0,1,-1.0,H
1407,31,25.0,-6.0,1,24,-14.0,H
1408,52,-14.0,30.0,-6,-24,11.0,A
1409,45,-25.0,13.0,-3,-23,16.0,A
1410,44,-13.0,8.0,-3,-17,10.0,D
1411,29,1.0,-17.0,3,5,-10.0,A
1412,52,7.0,15.0,-4,-20,4.0,H
1413,65,-10.0,36.0,-10,-37,17.0,A
1414,33,-19.0,-8.0,-5,-7,-1.0,H
1415,26,0.0,-16.0,5,5,-11.0,H
1416,36,1.0,-1.0,-3,-1,2.0,A
1417,31,-8.0,0.0,-2,0,8.0,D
1418,27,1.0,-13.0,0,7,-8.0,A
1419,27,13.0,-13.0,0,19,-11.0,H
1420,34,-10.0,0.0,5,-1,6.0,A
1421,29,8.0,-17.0,0,16,-7.0,H
1422,28,-16.0,-11.0,0,4,-1.0,D
1423,58,33.0,25.0,2,7,-1.0,A
1424,29,-20.0,-15.0,0,-3,5.0,D
1425,35,-8.0,0.0,3,-3,5.0,A
1426,32,13.0,0.0,-3,20,-2.0,A
1427,35,32.0,9.0,3,23,-7.0,H
1428,22,0.0,-29.0,6,17,-11.0,D
1429,39,-12.0,0.0,0,-9,6.0,D
1430,65,2.0,31.0,-2,-28,6.0,H
1431,52,-11.0,19.0,-4,-23,14.0,A
1432,48,-14.0,10.0,-3,-16,9.0,H
1433,27,-19.0,-20.0,0,2,-7.0,H
1434,61,1.0,33.0,-2,-26,5.0,H
1435,33,-29.0,-12.0,-5,-10,7.0,D
1436,52,28.0,12.0,6,9,-4.0,H
1437,32,8.0,-9.0,-1,3,-6.0,H
1438,33,1.0,-16.0,0,5,-6.0,H
1439,35,19.0,8.0,5,17,-6.0,H
1440,38,-16.0,2.0,-5,-7,7.0,H
1441,27,-12.0,-21.0,2,7,-6.0,H
1442,64,4.0,33.0,-3,-24,5.0,A
1443,33,-17.0,-14.0,-2,0,3.0,D
1444,61,-13.0,32.0,-10,-32,15.0,A
1445,32,-29.0,-18.0,-6,-8,8.0,A
1446,32,0.0,-10.0,6,9,-7.0,H
1447,41,9.0,2.0,1,7,-6.0,H
1448,52,32.0,7.0,8,16,-5.0,H
1449,34,32.0,-12.0,5,27,-10.0,H
1450,34,34.0,-15.0,4,33,-13.0,H
1451,34,-24.0,-17.0,-1,-7,2.0,H
1452,24,-14.0,-31.0,4,10,-6.0,D
1453,29,-16.0,-15.0,9,6,-6.0,D
1454,71,-12.0,33.0,-8,-39,15.0,A
1455,44,1.0,2.0,-1,-6,-1.0,H
1456,58,-2.0,23.0,-7,-17,7.0,A
1457,51,6.0,13.0,-9,1,1.0,D
1458,40,7.0,3.0,0,-2,3.0,A
1459,44,6.0,2.0,-10,8,-3.0,D
1460,43,-22.0,5.0,-5,-13,12.0,D
1461,37,-13.0,-10.0,5,0,1.0,H
1462,34,-16.0,-19.0,3,2,-3.0,H
1463,34,-13.0,-19.0,-4,-2,-1.0,H
1464,25,5.0,-31.0,3,13,-10.0,H
1465,30,2.0,-15.0,8,11,-10.0,H
1466,61,38.0,26.0,0,9,-2.0,D
1467,52,35.0,13.0,4,15,-2.0,D
1468,37,35.0,-13.0,0,37,-13.0,H
1469,53,-10.0,6.0,3,-16,7.0,D
1470,41,13.0,7.0,2,12,-5.0,A
1471,39,5.0,-15.0,0,5,-5.0,H
1472,71,-20.0,38.0,-11,-37,15.0,A
1473,44,38.0,3.0,0,33,-7.0,H
1474,35,-33.0,-12.0,0,-10,4.0,H
1475,68,1.0,35.0,-4,-23,6.0,A
1476,31,26.0,-22.0,8,31,-15.0,H
1477,41,-20.0,-7.0,-2,-7,4.0,H
1478,37,-16.0,-15.0,-6,-7,4.0,D
1479,44,35.0,5.0,0,24,-4.0,H
1480,37,8.0,-18.0,2,7,-5.0,H
1481,80,-24.0,40.0,-11,-49,18.0,A
1482,65,-15.0,28.0,-7,-27,10.0,A
1483,45,-16.0,0.0,5,-6,3.0,A
1484,28,0.0,-30.0,4,16,-12.0,H
1485,38,-7.0,-11.0,-1,4,-2.0,D
1486,31,40.0,-16.0,11,43,-16.0,H
1487,53,-15.0,12.0,-2,-18,11.0,A
1488,34,6.0,-22.0,2,21,-11.0,H
1489,38,-18.0,-15.0,1,-1,1.0,H
1490,35,-11.0,-17.0,2,4,-3.0,D
1491,47,14.0,1.0,-1,9,-3.0,D
1492,58,4.0,7.0,1,-11,1.0,H
1493,39,-23.0,-17.0,-6,-5,5.0,A
1494,42,-31.0,-9.0,3,-14,9.0,H
1495,77,1.0,43.0,-6,-29,7.0,A
1496,74,31.0,38.0,0,-6,1.0,A
1497,47,42.0,10.0,6,36,-9.0,H
1498,31,-19.0,-26.0,-2,0,-1.0,H
1499,83,-9.0,42.0,-14,-41,10.0,A
1500,34,-11.0,-24.0,3,6,-4.0,D
1501,48,14.0,-2.0,2,9,-4.0,H
1502,68,43.0,28.0,5,18,-3.0,D
1503,58,-28.0,5.0,-2,-27,13.0,D
1504,50,-17.0,6.0,-5,-16,11.0,A
1505,42,-16.0,-10.0,6,0,1.0,H
1506,47,1.0,8.0,1,1,-2.0,H
1507,40,41.0,-18.0,7,37,-12.0,H
1508,80,-29.0,46.0,-6,-49,18.0,A
1509,36,-20.0,-17.0,0,2,-2.0,H
1510,45,28.0,-14.0,-1,24,-8.0,H
1511,34,5.0,-18.0,2,25,-12.0,H
1512,31,-20.0,-31.0,0,9,-5.0,D
1513,60,7.0,16.0,2,-7,2.0,A
1514,87,-24.0,43.0,-12,-52,16.0,A
1515,51,48.0,2.0,3,32,-6.0,H
1516,41,7.0,-11.0,5,6,-3.0,H
1517,80,-19.0,43.0,-9,-44,13.0,A
1518,32,-4.0,-28.0,2,16,-10.0,H
1519,41,-12.0,-18.0,-3,1,-3.0,H
1550,6,-2.0,0.0,-2,-2,-2.0,H
1551,4,6.0,0.0,5,5,-5.0,H
1552,3,-2.0,-4.0,0,0,-4.0,D
1553,3,2.0,-3.0,3,3,-6.0,H
1554,3,-5.0,-4.0,0,0,-8.0,H
1555,9,-5.0,4.0,-9,-9,15.0,A
1556,3,-3.0,-2.0,-2,-2,-5.0,H
1557,6,1.0,0.0,-3,-3,-11.0,H
1558,6,4.0,7.0,3,3,2.0,H
1559,0,-5.0,-3.0,0,0,6.0,A
1560,12,-1.0,8.0,-5,-5,10.0,A
1561,4,-1.0,-4.0,2,2,-6.0,H
1562,9,7.0,6.0,3,3,2.0,A
1563,4,-5.0,0.0,-1,-1,-1.0,H
1564,9,-1.0,3.0,-5,-5,3.0,A
1565,3,-2.0,-6.0,3,3,4.0,H
1566,3,5.0,-5.0,3,3,-13.0,H
1567,0,3.0,-6.0,9,9,-14.0,H
1568,7,-2.0,-1.0,-4,-4,3.0,D
1569,6,-3.0,-1.0,0,0,5.0,H
1570,4,-7.0,-2.0,0,0,10.0,A
1571,9,-1.0,6.0,-5,-5,10.0,A
1572,12,9.0,5.0,3,3,-3.0,H
1573,4,-3.0,-4.0,2,2,-2.0,H
1574,12,8.0,5.0,0,0,-3.0,H
1575,6,-4.0,-3.0,-2,-2,3.0,H
1576,4,-2.0,-2.0,0,0,-5.0,A
1577,12,-4.0,5.0,-8,-8,4.0,H
1578,9,-3.0,9.0,-3,-3,9.0,A
1579,4,6.0,-7.0,5,5,-12.0,H
1580,9,-9.0,-2.0,-9,-9,12.0,A
1581,15,-2.0,9.0,-7,-7,9.0,A
1582,9,2.0,-5.0,0,3,-14.0,H
1583,18,-8.0,12.0,-12,-12,15.0,H
1584,7,0.0,-3.0,-1,2,-2.0,H
1585,4,7.0,-3.0,11,11,-12.0,H
1586,12,-1.0,2.0,-2,-5,10.0,D
1587,7,-5.0,-1.0,2,2,9.0,H
1588,6,-8.0,-8.0,1,-2,3.0,H
1589,9,9.0,0.0,6,6,-11.0,D
1590,0,-6.0,-10.0,4,7,-5.0,A
1591,7,14.0,-7.0,2,8,-7.0,H
1592,15,10.0,12.0,0,3,-6.0,H
1593,8,-2.0,-4.0,5,2,-3.0,D
1594,7,-3.0,-4.0,-2,-2,5.0,D
1595,16,4.0,7.0,0,-3,1.0,D
1596,7,14.0,-2.0,5,8,-6.0,H
1597,18,4.0,10.0,-2,-5,5.0,H
1598,7,-2.0,-6.0,6,3,-7.0,D
1599,8,11.0,-1.0,7,10,-12.0,H
1600,16,-9.0,7.0,-4,-13,16.0,A
1601,5,-4.0,-4.0,4,4,-6.0,H
1602,15,3.0,10.0,-5,-2,6.0,H
1603,12,-6.0,-9.0,3,-2,-8.0,H
1604,17,-7.0,7.0,-2,-8,11.0,D
1605,7,-2.0,-12.0,3,3,-7.0,H
1606,13,-3.0,3.0,-4,-6,-4.0,H
1607,9,-9.0,-7.0,0,3,2.0,A
1608,10,12.0,-6.0,3,11,-9.0,H
1609,3,-12.0,-9.0,1,4,-1.0,D
1610,12,8.0,-3.0,2,7,-7.0,A
1611,17,-7.0,5.0,-4,-9,9.0,D
1612,11,-1.0,-3.0,0,0,6.0,H
1613,22,9.0,12.0,-4,-7,5.0,H
1614,11,7.0,-2.0,1,7,-7.0,D
1615,19,-4.0,16.0,-11,-13,14.0,D
1616,19,16.0,8.0,6,0,-1.0,H
1617,21,-1.0,11.0,-1,-10,13.0,A
1618,7,-10.0,-14.0,3,5,-1.0,H
1619,17,-3.0,5.0,0,-6,2.0,D
1620,18,0.0,11.0,-1,-4,5.0,H
1621,10,10.0,-13.0,4,12,-8.0,H
1622,13,-10.0,-5.0,-3,-9,4.0,H
1623,9,-2.0,-7.0,3,6,-4.0,D
1624,7,3.0,-4.0,4,9,-4.0,D
1625,19,-4.0,7.0,-1,-9,4.0,D
1626,18,-4.0,5.0,-3,-11,11.0,H
1627,11,5.0,-5.0,-1,7,-8.0,H
1628,4,-13.0,-10.0,2,6,-10.0,H
1629,12,7.0,-12.0,1,7,-13.0,D
1630,17,4.0,3.0,-1,2,-9.0,H
1631,25,-7.0,22.0,-10,-15,12.0,A
1632,25,20.0,12.0,-1,2,-1.0,H
1633,16,-16.0,-2.0,-4,-8,8.0,H
1634,15,-3.0,-2.0,0,-5,9.0,A
1635,15,-9.0,0.0,-2,-2,4.0,D
1636,11,9.0,-4.0,2,7,-2.0,D
1637,15,-4.0,0.0,-5,-4,-3.0,H
1638,18,-10.0,4.0,0,-3,12.0,D
1639,10,20.0,-7.0,6,17,-14.0,H
1640,10,-15.0,-4.0,2,1,2.0,D
1641,21,9.0,7.0,-1,-2,2.0,D
1642,15,11.0,-5.0,2,10,-6.0,H
1643,25,1.0,21.0,-5,-8,10.0,H
1644,16,-11.0,-9.0,-6,-5,4.0,A
1645,7,-3.0,-8.0,1,9,-9.0,H
1646,14,6.0,-9.0,2,8,-12.0,H
1647,16,-1.0,-9.0,-1,-1,2.0,H
1648,15,-15.0,-5.0,2,-4,11.0,H
1649,22,8.0,6.0,1,-1,2.0,D
1650,19,-12.0,-2.0,-4,-3,-1.0,D
1651,12,2.0,-11.0,4,6,-2.0,D
1652,12,7.0,-15.0,0,10,-14.0,D
1653,28,-9.0,14.0,-5,-21,18.0,A
1654,17,-4.0,-10.0,1,-6,-1.0,H
1655,20,-17.0,2.0,-2,-6,3.0,H
1656,33,18.0,25.0,-5,-8,2.0,A
1657,20,-6.0,9.0,-1,-5,1.0,A
1658,15,-14.0,-3.0,-5,-5,6.0,A
1659,19,18.0,-2.0,-3,6,-8.0,H
1660,15,8.0,-14.0,-2,8,-13.0,H
1661,23,-12.0,11.0,-1,-6,3.0,D
1662,36,8.0,28.0,-8,-11,4.0,H
1663,17,-12.0,-12.0,-1,-10,2.0,H
1664,31,-2.0,17.0,-1,-17,15.0,A
1665,18,-16.0,-2.0,-4,-1,7.0,A
1666,12,-15.0,-12.0,1,-2,1.0,H
1667,26,-8.0,14.0,-3,-11,4.0,D
1668,20,2.0,1.0,4,-1,-1.0,H
1669,14,-2.0,-2.0,3,4,-8.0,H
1670,26,-12.0,8.0,-5,-13,9.0,D
1671,22,-14.0,3.0,-3,-5,6.0,D
1672,16,27.0,-8.0,8,20,-7.0,D
1673,18,-14.0,-12.0,0,-2,9.0,D
1674,26,21.0,11.0,4,8,-4.0,A
1675,17,-4.0,-17.0,1,3,-5.0,D
1676,10,0.0,-10.0,-2,10,-7.0,D
1677,13,14.0,-14.0,4,14,-11.0,A
1678,31,11.0,21.0,-3,-7,4.0,A
1679,18,-1.0,-12.0,3,3,-1.0,H
1680,14,-10.0,-7.0,1,2,-3.0,H
1681,16,20.0,-13.0,3,18,-13.0,H
1682,29,0.0,12.0,-7,-8,7.0,A
1683,32,-14.0,21.0,-4,-14,15.0,D
1684,11,27.0,-10.0,6,26,-19.0,H
1685,18,10.0,-17.0,1,6,-9.0,H
1686,26,13.0,5.0,2,1,-1.0,H
1687,16,21.0,-17.0,-1,16,-16.0,H
1688,21,12.0,-4.0,6,8,-5.0,H
1689,27,-12.0,13.0,-2,-8,6.0,A
1690,37,6.0,23.0,-1,-11,10.0,H
1691,21,6.0,-2.0,4,8,-8.0,H
1692,27,-11.0,11.0,-4,-16,13.0,H
1693,27,-8.0,1.0,-12,-9,-1.0,D
1694,40,-9.0,28.0,-6,-26,16.0,D
1695,19,-16.0,-14.0,3,-3,-3.0,H
1696,40,1.0,28.0,5,-13,8.0,D
1697,17,-14.0,-10.0,-3,2,4.0,D
1698,30,6.0,16.0,3,-4,8.0,D
1699,16,11.0,-16.0,2,11,-8.0,H
1700,21,8.0,-7.0,8,11,-6.0,H
1701,19,-3.0,-8.0,-3,2,5.0,D
1702,14,-9.0,-9.0,-3,1,-3.0,H
1703,19,-18.0,-15.0,2,0,6.0,D
1704,35,27.0,15.0,0,3,-3.0,H
1705,37,-20.0,20.0,-4,-20,17.0,A
1706,21,-15.0,-3.0,2,-2,-3.0,D
1707,27,28.0,6.0,-1,14,-11.0,H
1708,19,-8.0,-16.0,2,0,-10.0,H
1709,28,-7.0,1.0,-11,-7,2.0,A
1710,18,18.0,-7.0,4,16,-13.0,H
1711,35,-16.0,11.0,-1,-16,10.0,A
1712,30,12.0,11.0,5,5,-1.0,A
1713,17,-12.0,-22.0,4,1,-5.0,D
1714,19,22.0,-23.0,7,21,-14.0,H
1715,41,-11.0,30.0,-6,-27,17.0,A
1716,27,-8.0,5.0,-7,-6,-1.0,H
1717,22,30.0,-6.0,6,19,-5.0,D
1718,40,1.0,22.0,2,-11,7.0,D
1719,20,11.0,-15.0,7,15,-5.0,H
1720,23,29.0,-3.0,6,22,-12.0,H
1721,38,-6.0,14.0,-5,-15,3.0,H
1722,20,27.0,-18.0,6,23,-16.0,H
1723,33,-7.0,12.0,-5,-9,4.0,D
1724,18,20.0,-22.0,8,19,-15.0,D
1725,22,-19.0,-21.0,1,-3,-1.0,A
1726,18,11.0,-9.0,5,17,-11.0,D
1727,27,-15.0,4.0,-2,-6,-2.0,H
1728,42,-14.0,30.0,-6,-24,11.0,A
1729,18,30.0,-14.0,6,24,-11.0,H
1730,38,12.0,20.0,-1,-4,3.0,H
1731,19,27.0,-22.0,7,25,-17.0,H
1732,20,-13.0,-21.0,3,1,-4.0,H
1733,19,-14.0,-9.0,-1,-4,3.0,D
1734,27,20.0,2.0,7,11,-8.0,H
1735,34,-21.0,12.0,-7,-15,8.0,D
1736,45,11.0,32.0,-6,-9,3.0,D
1737,22,-18.0,-22.0,-2,-1,-6.0,H
1738,33,34.0,2.0,2,15,-8.0,H
1739,23,-4.0,-8.0,7,3,-5.0,H
1740,38,-1.0,18.0,-2,-5,5.0,D
1741,51,-22.0,37.0,-10,-31,17.0,A
1742,37,0.0,11.0,-4,-10,6.0,A
1743,20,-26.0,-21.0,-2,-1,4.0,D
1744,21,14.0,-15.0,6,16,-7.0,H
1745,24,-9.0,-16.0,1,-4,7.0,D
1746,29,-23.0,-2.0,-7,-7,8.0,A
1747,47,34.0,30.0,3,1,1.0,A
1748,15,14.0,-16.0,8,26,-15.0,H
1749,26,-10.0,-7.0,-3,-3,2.0,D
1750,54,-26.0,38.0,-10,-34,18.0,D
1751,15,-2.0,-17.0,-1,12,-8.0,H
1752,27,-15.0,-2.0,4,-5,2.0,D
1753,21,-23.0,-9.0,-5,-1,1.0,H
1754,41,-26.0,13.0,-6,-21,14.0,H
1755,32,14.0,-1.0,-2,6,-1.0,H
1756,15,34.0,-17.0,12,35,-18.0,H
1757,27,-4.0,-15.0,0,2,1.0,H
1758,23,-10.0,-23.0,-1,1,-3.0,D
1759,40,20.0,13.0,3,1,-2.0,D
1760,21,0.0,-22.0,6,16,-6.0,H
1761,49,38.0,32.0,5,6,-2.0,H
1762,23,-1.0,-22.0,0,7,-6.0,H
1763,22,15.0,-17.0,5,22,-9.0,H
1764,25,-22.0,-10.0,-2,-10,7.0,D
1765,30,-23.0,-4.0,-4,-6,5.0,D
1766,41,32.0,16.0,-3,8,-4.0,H
1767,53,13.0,36.0,-7,-12,4.0,D
1768,21,-15.0,-26.0,4,7,-9.0,H
1769,55,-2.0,38.0,-3,-23,7.0,H
1770,37,-8.0,-2.0,1,-13,8.0,H
1771,43,-21.0,20.0,-1,-19,11.0,H
1772,45,-4.0,15.0,0,-14,6.0,D
1773,23,-23.0,-17.0,-2,2,2.0,D
1774,26,30.0,-10.0,4,23,-10.0,H
1775,56,-1.0,41.0,-1,-21,6.0,H
1776,31,-22.0,-4.0,-5,-15,9.0,A
1777,24,-8.0,-25.0,0,0,-2.0,H
1778,58,-21.0,40.0,-8,-34,14.0,A
1779,23,13.0,-25.0,4,19,-12.0,H
1780,23,-17.0,-20.0,8,8,-4.0,H
1781,37,2.0,-3.0,3,-3,3.0,H
1782,44,15.0,16.0,-2,2,-2.0,D
1783,43,-26.0,19.0,-2,-18,12.0,A
1784,27,41.0,-5.0,5,30,-15.0,H
1785,25,-3.0,-26.0,1,12,-7.0,H
1786,24,-20.0,-23.0,-3,-1,-1.0,H
1787,16,-28.0,-23.0,2,7,-2.0,A
1788,46,39.0,15.0,2,12,-4.0,A
1789,52,-3.0,31.0,2,-18,8.0,A
1790,34,16.0,-14.0,-2,11,-3.0,H
1791,37,-12.0,3.0,-6,-10,1.0,D
1792,38,22.0,0.0,-1,8,-4.0,H
1793,23,33.0,-29.0,4,32,-15.0,H
1794,26,-8.0,-19.0,2,1,3.0,A
1795,57,-24.0,39.0,-6,-33,13.0,A
1796,24,0.0,-29.0,4,14,-11.0,H
1797,45,-27.0,16.0,-5,-20,9.0,H
1798,40,-22.0,-2.0,-3,-21,11.0,A
1799,26,-12.0,-19.0,-1,1,-1.0,H
1800,35,-31.0,-5.0,-3,-12,7.0,D
1801,41,-1.0,4.0,0,2,1.0,D
1802,28,-18.0,-26.0,2,1,-2.0,H
1803,24,-31.0,-25.0,0,-1,3.0,A
1804,27,39.0,-9.0,1,34,-16.0,H
1805,58,-33.0,35.0,-5,-34,16.0,A
1806,49,-5.0,17.0,-3,-14,5.0,D
1807,34,23.0,-15.0,1,15,-6.0,H
1808,38,42.0,3.0,-1,22,-10.0,H
1809,50,-8.0,17.0,-3,-20,8.0,D
1810,19,16.0,-26.0,3,29,-13.0,H
1811,50,-30.0,17.0,-5,-22,10.0,A
1812,27,37.0,-12.0,6,34,-14.0,H
1813,27,17.0,-24.0,3,23,-9.0,D
1814,29,4.0,-22.0,3,13,-6.0,H
1815,24,-26.0,-34.0,1,-5,1.0,H
1816,52,-5.0,25.0,-4,-16,7.0,A
1817,44,-8.0,-1.0,-1,-13,4.0,H
1818,24,-30.0,-31.0,3,4,-2.0,H
1819,64,-17.0,42.0,-3,-30,9.0,D
1820,53,-1.0,16.0,-1,-15,7.0,A
1821,51,46.0,19.0,3,15,-5.0,H
1822,28,-14.0,-24.0,-1,-1,2.0,A
1823,34,17.0,-6.0,1,17,-7.0,D
1824,44,-17.0,-3.0,0,-9,1.0,H
1825,45,16.0,6.0,-2,8,-3.0,A
1826,65,-25.0,42.0,-1,-43,19.0,A
1827,64,-3.0,38.0,-8,-20,6.0,D
1828,66,-18.0,46.0,-1,-34,12.0,A
1829,51,42.0,17.0,-2,14,-5.0,H
1830,38,-33.0,-3.0,-1,-11,7.0,H
1831,22,28.0,-30.0,9,36,-16.0,H
1832,39,-16.0,-5.0,-5,-12,6.0,A
1833,48,-22.0,8.0,-3,-17,7.0,D
1834,38,-33.0,-16.0,-6,-14,8.0,A
1835,35,18.0,-6.0,-2,16,-6.0,H
1836,31,19.0,-30.0,4,25,-11.0,H
1837,31,40.0,-22.0,8,36,-12.0,H
1838,51,-20.0,11.0,3,-19,8.0,A
1839,56,-33.0,19.0,-9,-32,13.0,A
1840,71,51.0,53.0,5,1,1.0,A
1841,41,-32.0,-15.0,-4,-19,10.0,D
1842,27,-3.0,-35.0,5,15,-8.0,H
1843,58,-9.0,26.0,-4,-23,9.0,H
1844,54,-4.0,21.0,-4,-9,2.0,D
1845,27,8.0,-17.0,11,22,-9.0,D
1846,31,-2.0,-33.0,-2,10,-4.0,H
1847,24,-35.0,-34.0,2,3,1.0,A
1848,35,-17.0,-9.0,-8,-8,4.0,H
1849,72,-15.0,51.0,-8,-31,8.0,D
1850,42,21.0,-2.0,3,13,-5.0,D
1851,46,28.0,-4.0,9,16,-4.0,H
1852,43,-23.0,-3.0,0,-11,4.0,D
1853,32,54.0,-25.0,10,42,-13.0,H
1854,50,12.0,8.0,-3,5,-2.0,D
1855,71,27.0,41.0,-1,-10,1.0,H
1856,23,-34.0,-32.0,-1,8,-4.0,D
1857,27,-4.0,-38.0,0,19,-10.0,D
1858,50,-15.0,8.0,-1,-8,2.0,A
1859,32,-2.0,-23.0,-4,10,-3.0,D
1860,73,27.0,50.0,-1,-11,3.0,A
1861,32,-4.0,-26.0,4,11,-3.0,A
1862,27,-8.0,-36.0,4,11,-5.0,H
1863,77,28.0,55.0,-1,-13,3.0,H
1864,58,-32.0,13.0,-3,-34,14.0,A
1865,71,-34.0,40.0,-6,-39,13.0,H
1866,31,21.0,-16.0,4,25,-10.0,H
1867,58,-38.0,13.0,-4,-30,13.0,A
1868,62,40.0,27.0,1,9,-2.0,D
1869,24,-26.0,-32.0,-2,8,-6.0,D
1870,41,-40.0,-7.0,-3,-13,6.0,A
1871,64,51.0,26.0,1,12,-2.0,H
1872,35,-19.0,-33.0,-3,-4,1.0,H
1873,43,-23.0,-16.0,-2,-9,5.0,D
1874,47,15.0,-8.0,7,14,-3.0,H
1875,59,-37.0,24.0,-5,-32,11.0,A
1876,43,54.0,-11.0,5,34,-10.0,H
1877,43,9.0,-3.0,4,11,-4.0,H
1878,27,-8.0,-37.0,0,20,-9.0,H
1879,61,27.0,15.0,0,2,-1.0,H
1880,35,-33.0,-23.0,-1,-10,5.0,H
1881,57,-11.0,10.0,-4,-13,3.0,D
1882,36,27.0,-25.0,5,31,-10.0,H
1883,34,-2.0,-18.0,1,12,-5.0,H
1884,80,28.0,61.0,-1,-18,6.0,A
1885,79,-6.0,53.0,-1,-35,11.0,A
1886,72,-16.0,39.0,1,-28,7.0,H
1887,28,-34.0,-41.0,3,7,-3.0,D
1888,44,-2.0,-11.0,3,2,1.0,A
1889,67,29.0,27.0,1,-1,1.0,A
1890,46,38.0,-3.0,-1,26,-9.0,H
1891,47,14.0,-15.0,4,17,-4.0,A
1892,50,-26.0,-8.0,-1,-14,5.0,H
1893,70,-42.0,28.0,-9,-43,14.0,H
1894,36,63.0,-34.0,7,47,-15.0,H
1895,28,10.0,-31.0,3,30,-12.0,H
1896,62,-41.0,26.0,-6,-33,12.0,D
1897,47,54.0,-10.0,5,35,-9.0,H
1898,66,-19.0,28.0,0,-32,12.0,D
1899,44,-25.0,-7.0,-6,-9,2.0,H
1930,5,7.0,2.0,2,2,-10.0,H
1931,7,-2.0,6.0,-6,-6,6.0,D
1932,5,0.0,1.0,-2,-2,-9.0,H
1933,3,2.0,-1.0,1,1,-12.0,D
1934,4,3.0,-2.0,0,0,-7.0,A
1935,4,-6.0,0.0,-1,-1,6.0,D
1936,9,-8.0,14.0,-9,-9,18.0,A
1937,4,-9.0,0.0,-1,-1,6.0,D
1938,4,1.0,-2.0,1,1,12.0,D
1939,6,-4.0,-2.0,-6,-6,4.0,H
1940,5,-3.0,-1.0,1,1,-5.0,D
1941,6,-1.0,1.0,-2,-2,7.0,D
1942,4,-2.0,1.0,-2,-2,-5.0,A
1943,0,-3.0,-10.0,3,3,-7.0,D
1944,10,0.0,10.0,-5,-5,6.0,D
1945,5,0.0,0.0,0,0,-12.0,H
1946,6,-6.0,1.0,-2,-2,-7.0,H
1947,7,16.0,0.0,5,5,-17.0,H
1948,5,6.0,-2.0,3,3,-5.0,H
1949,5,-9.0,2.0,-1,-1,13.0,A
1950,7,10.0,-4.0,4,4,-7.0,A
1951,4,-1.0,-11.0,2,2,2.0,D
1952,5,-4.0,-1.0,2,2,4.0,A
1953,2,1.0,-3.0,5,5,1.0,D
1954,6,-3.0,0.0,-1,-1,-4.0,D
1955,15,4.0,20.0,-7,-7,1.0,H
1956,8,-10.0,2.0,-7,-7,15.0,H
1957,11,-1.0,7.0,-5,-5,13.0,D
1958,4,2.0,-3.0,3,3,-1.0,A
1959,7,-2.0,-3.0,-2,-2,8.0,A
1960,3,-1.0,-3.0,3,4,11.0,A
1961,8,-2.0,0.0,2,-1,-2.0,H
1962,12,0.0,7.0,-3,-5,9.0,D
1963,10,1.0,-2.0,0,-2,-4.0,H
1964,7,-3.0,-1.0,4,3,-3.0,D
1965,8,-9.0,1.0,-3,-4,12.0,D
1966,5,-11.0,-3.0,3,0,-1.0,H
1967,11,19.0,9.0,2,4,-2.0,H
