,FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HF,AF,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,DiffPts,DiffFormPts,DiffLP,HTGD,ATGD
5380,A,8,18,W,L,D,W,W,W,8.0,4.0,12.0,16.0,2.0,4.0,6.0,5.0,1.0,1.0,0.0,0.0,-10,-8,8,1.0,12.0
5381,D,4,8,L,D,L,W,D,L,10.0,16.0,16.0,10.0,3.0,3.0,7.0,3.0,1.0,4.0,0.0,0.0,-4,-1,7,-3.0,1.0
5382,D,10,11,W,W,L,W,D,W,7.0,8.0,13.0,17.0,5.0,6.0,6.0,6.0,3.0,1.0,0.0,0.0,-1,-2,2,1.0,1.0
5383,H,8,6,L,W,D,D,D,L,5.0,13.0,24.0,8.0,10.0,1.0,5.0,2.0,2.0,3.0,0.0,0.0,2,5,-11,-1.0,-3.0
5384,H,8,6,D,L,W,L,W,L,14.0,10.0,15.0,10.0,3.0,3.0,5.0,5.0,3.0,1.0,0.0,0.0,2,1,-6,-3.0,-5.0
5385,H,8,7,L,W,D,L,W,D,5.0,16.0,9.0,14.0,4.0,6.0,6.0,6.0,0.0,2.0,1.0,0.0,1,-2,-5,4.0,-3.0
5386,H,4,2,D,L,L,L,D,D,5.0,6.0,6.0,14.0,2.0,5.0,1.0,6.0,0.0,1.0,0.0,0.0,2,1,-12,-4.0,-14.0
5387,A,7,13,L,L,W,W,L,W,4.0,8.0,12.0,20.0,8.0,9.0,5.0,2.0,2.0,2.0,0.0,0.0,-6,-4,10,-4.0,18.0
5388,H,11,5,W,L,W,D,L,D,12.0,9.0,13.0,3.0,5.0,0.0,9.0,0.0,1.0,1.0,0.0,1.0,6,5,-8,3.0,-4.0
5389,D,8,11,L,W,D,W,D,D,18.0,13.0,16.0,10.0,4.0,5.0,8.0,7.0,4.0,2.0,0.0,0.0,-3,-3,-5,2.0,1.0
5390,H,6,11,L,D,D,W,L,W,11.0,7.0,17.0,8.0,6.0,3.0,4.0,4.0,2.0,1.0,0.0,0.0,-5,-5,9,-5.0,5.0
5391,H,9,7,D,W,D,L,L,L,5.0,12.0,9.0,11.0,3.0,2.0,7.0,9.0,2.0,1.0,0.0,1.0,2,3,-2,1.0,-6.0
5392,H,21,14,W,W,W,W,W,L,9.0,17.0,18.0,2.0,8.0,1.0,4.0,6.0,1.0,4.0,0.0,0.0,7,3,-4,13.0,8.0
5393,A,6,5,L,L,W,D,L,D,14.0,17.0,21.0,22.0,5.0,12.0,10.0,6.0,1.0,3.0,0.0,0.0,1,-2,3,-7.0,-3.0
5394,D,2,8,L,L,D,L,W,L,7.0,6.0,8.0,9.0,2.0,3.0,7.0,7.0,0.0,2.0,0.0,0.0,-6,-2,10,-16.0,0.0
5395,A,12,11,D,W,D,W,D,L,11.0,7.0,9.0,7.0,4.0,4.0,2.0,2.0,3.0,2.0,0.0,0.0,1,1,2,1.0,-1.0
5396,H,12,11,D,W,D,D,W,W,12.0,6.0,12.0,10.0,2.0,2.0,14.0,5.0,1.0,2.0,0.0,0.0,1,-1,-10,1.0,1.0
5397,A,16,7,W,W,L,W,D,L,11.0,14.0,18.0,7.0,2.0,2.0,9.0,1.0,5.0,2.0,0.0,0.0,9,7,-5,20.0,-2.0
5398,A,7,11,L,L,W,W,L,W,8.0,15.0,10.0,13.0,3.0,7.0,3.0,4.0,0.0,1.0,0.0,0.0,-4,-3,7,-4.0,1.0
5399,H,5,9,L,D,L,D,L,W,12.0,10.0,12.0,12.0,2.0,3.0,4.0,6.0,3.0,3.0,0.0,0.0,-4,0,10,-9.0,2.0
5400,H,7,12,L,L,L,L,D,W,15.0,15.0,19.0,8.0,10.0,4.0,11.0,2.0,2.0,2.0,0.0,0.0,-5,-5,-4,-7.0,0.0
5401,H,8,9,W,D,L,W,L,D,9.0,17.0,24.0,20.0,8.0,5.0,7.0,5.0,1.0,2.0,0.0,1.0,-1,0,2,1.0,-2.0
5402,D,11,6,L,D,W,L,L,L,8.0,11.0,11.0,10.0,2.0,1.0,6.0,7.0,1.0,3.0,0.0,0.0,5,4,-2,0.0,-11.0
5403,H,14,8,W,W,L,W,L,D,9.0,12.0,16.0,5.0,8.0,0.0,11.0,0.0,2.0,1.0,0.0,0.0,6,5,-9,4.0,-8.0
5404,H,14,12,L,W,W,W,D,W,4.0,10.0,19.0,13.0,3.0,4.0,9.0,4.0,0.0,3.0,0.0,0.0,2,1,-5,7.0,2.0
5405,D,11,3,L,W,L,D,L,L,5.0,9.0,12.0,7.0,2.0,2.0,11.0,2.0,4.0,3.0,0.0,0.0,8,4,-13,2.0,-16.0
5406,D,10,7,W,W,D,L,L,L,10.0,17.0,4.0,14.0,1.0,5.0,1.0,3.0,3.0,2.0,0.0,0.0,3,3,-4,0.0,-7.0
5407,A,14,16,W,W,D,L,W,W,8.0,10.0,7.0,21.0,2.0,10.0,1.0,8.0,1.0,1.0,0.0,0.0,-2,1,12,0.0,18.0
5408,D,9,24,L,D,L,W,W,W,6.0,14.0,7.0,10.0,2.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,-15,-10,2,1.0,14.0
5409,H,9,15,D,L,W,W,D,W,10.0,12.0,8.0,9.0,2.0,3.0,7.0,12.0,4.0,4.0,0.0,0.0,-6,-4,1,0.0,2.0
5410,A,8,17,D,L,L,W,L,W,3.0,12.0,6.0,25.0,3.0,15.0,2.0,7.0,0.0,0.0,1.0,0.0,-9,-5,6,-7.0,8.0
5411,H,19,11,W,L,W,W,W,D,10.0,5.0,25.0,11.0,9.0,5.0,13.0,7.0,1.0,1.0,1.0,0.0,8,1,-15,20.0,2.0
5412,H,9,10,L,W,L,W,L,L,12.0,12.0,8.0,10.0,4.0,6.0,0.0,5.0,2.0,1.0,0.0,0.0,-1,2,3,-3.0,-5.0
5413,D,4,12,D,D,L,D,L,D,14.0,8.0,7.0,15.0,3.0,5.0,5.0,10.0,5.0,3.0,0.0,0.0,-8,-5,1,-16.0,0.0
5414,D,12,12,L,L,D,W,D,L,7.0,10.0,12.0,10.0,4.0,4.0,10.0,4.0,2.0,2.0,0.0,0.0,0,-2,7,-2.0,1.0
5415,A,12,17,L,W,D,W,W,W,7.0,8.0,13.0,16.0,5.0,7.0,5.0,6.0,3.0,2.0,0.0,0.0,-5,-4,6,1.0,5.0
5416,D,8,11,L,W,L,D,W,W,8.0,15.0,13.0,13.0,2.0,5.0,3.0,6.0,2.0,2.0,1.0,0.0,-3,-4,6,-9.0,0.0
5417,D,15,14,L,W,D,L,W,W,18.0,9.0,15.0,10.0,6.0,4.0,12.0,5.0,2.0,0.0,0.0,0.0,1,1,-6,1.0,-2.0
5418,H,25,12,D,W,W,D,L,W,9.0,11.0,21.0,11.0,13.0,4.0,8.0,3.0,3.0,3.0,0.0,0.0,13,6,-5,14.0,2.0
5419,A,7,10,D,L,L,D,L,D,13.0,10.0,10.0,21.0,3.0,11.0,1.0,10.0,2.0,2.0,0.0,0.0,-3,-1,17,-11.0,1.0
5420,H,13,13,D,D,L,W,D,L,14.0,12.0,12.0,15.0,6.0,4.0,4.0,10.0,4.0,3.0,0.0,0.0,0,1,15,0.0,3.0
5421,D,16,12,D,L,W,D,D,W,6.0,15.0,10.0,25.0,4.0,8.0,8.0,9.0,0.0,2.0,0.0,0.0,4,-1,1,1.0,0.0
5422,A,11,28,L,W,W,W,D,W,12.0,9.0,5.0,25.0,2.0,6.0,2.0,10.0,1.0,2.0,0.0,0.0,-17,-6,16,-1.0,15.0
5423,H,12,7,W,L,W,L,D,L,11.0,8.0,21.0,7.0,5.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,5,6,-5,-2.0,-13.0
5424,H,22,8,W,W,L,L,D,L,11.0,10.0,26.0,3.0,4.0,3.0,17.0,0.0,3.0,1.0,0.0,0.0,14,11,-9,23.0,-16.0
5425,H,13,12,D,W,D,L,L,W,8.0,12.0,13.0,6.0,6.0,0.0,7.0,6.0,1.0,2.0,0.0,0.0,1,1,-1,1.0,-1.0
5426,A,13,9,D,L,L,D,L,W,10.0,7.0,16.0,12.0,6.0,9.0,7.0,3.0,2.0,1.0,0.0,0.0,4,0,3,-2.0,-9.0
5427,A,5,20,D,D,D,W,W,W,8.0,5.0,12.0,16.0,3.0,10.0,1.0,6.0,4.0,2.0,0.0,0.0,-15,-9,15,-16.0,7.0
5428,A,15,20,D,L,W,W,W,L,15.0,16.0,12.0,14.0,3.0,5.0,5.0,6.0,2.0,2.0,0.0,0.0,-5,-4,9,-2.0,17.0
5429,D,10,12,L,W,L,L,D,L,9.0,8.0,7.0,4.0,3.0,2.0,5.0,2.0,1.0,2.0,0.0,1.0,-2,-1,6,-6.0,1.0
5430,A,7,5,L,L,D,L,D,D,7.0,13.0,17.0,12.0,5.0,2.0,10.0,4.0,1.0,2.0,0.0,1.0,2,-2,1,-15.0,-17.0
5431,H,23,15,W,W,W,L,D,L,9.0,17.0,23.0,3.0,5.0,1.0,7.0,0.0,3.0,2.0,0.0,0.0,8,8,-10,8.0,-4.0
5432,H,12,13,L,L,L,L,D,L,17.0,10.0,14.0,7.0,12.0,4.0,11.0,4.0,2.0,1.0,0.0,0.0,-1,2,-6,-4.0,-3.0
5433,H,12,16,W,D,L,W,D,D,10.0,5.0,20.0,16.0,9.0,3.0,5.0,4.0,2.0,0.0,0.0,0.0,-4,1,-5,-8.0,1.0
5434,A,8,11,L,L,D,D,L,W,12.0,12.0,4.0,24.0,3.0,5.0,5.0,9.0,1.0,1.0,0.0,0.0,-3,-3,-1,-17.0,-6.0
5435,D,13,16,D,L,D,W,D,W,6.0,9.0,17.0,14.0,5.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,-3,-3,-3,1.0,4.0
5436,H,23,17,W,W,W,D,D,L,10.0,10.0,19.0,8.0,7.0,1.0,5.0,4.0,1.0,1.0,0.0,0.0,6,6,-3,19.0,1.0
5437,H,13,15,L,W,D,W,W,L,10.0,14.0,21.0,6.0,11.0,2.0,5.0,2.0,2.0,5.0,0.0,0.0,-2,-4,-12,2.0,0.0
5438,H,13,11,D,D,D,L,L,W,17.0,8.0,17.0,13.0,5.0,4.0,6.0,3.0,4.0,3.0,0.0,0.0,2,2,-10,0.0,-2.0
5439,H,31,25,W,W,D,W,W,W,10.0,5.0,12.0,18.0,5.0,3.0,4.0,13.0,0.0,2.0,0.0,0.0,6,1,-1,16.0,24.0
5440,A,13,14,L,L,D,D,D,L,12.0,14.0,11.0,15.0,4.0,6.0,3.0,7.0,3.0,2.0,0.0,0.0,-1,-2,10,-6.0,1.0
5441,D,17,8,L,D,D,L,L,L,13.0,19.0,12.0,21.0,5.0,6.0,6.0,8.0,6.0,2.0,0.0,0.0,9,4,-3,-1.0,-18.0
5442,A,16,16,L,W,D,W,D,D,10.0,12.0,9.0,17.0,2.0,7.0,5.0,9.0,2.0,1.0,1.0,0.0,0,-4,11,0.0,1.0
5443,A,15,26,L,W,W,W,W,W,9.0,1.0,7.0,19.0,0.0,9.0,6.0,7.0,2.0,0.0,0.0,0.0,-11,-3,10,-2.0,21.0
5444,A,15,34,L,L,D,W,W,W,8.0,7.0,16.0,12.0,6.0,4.0,9.0,8.0,0.0,1.0,0.0,0.0,-19,-9,13,-6.0,18.0
5445,A,14,7,W,D,L,L,L,L,12.0,11.0,18.0,13.0,7.0,5.0,7.0,7.0,3.0,5.0,0.0,0.0,7,6,-8,-5.0,-17.0
5446,A,8,15,W,L,D,W,L,L,14.0,13.0,15.0,11.0,4.0,5.0,7.0,5.0,0.0,3.0,0.0,0.0,-7,0,9,-15.0,-1.0
5447,H,25,26,L,W,W,W,W,W,5.0,9.0,15.0,11.0,4.0,2.0,8.0,2.0,1.0,1.0,0.0,0.0,-1,-6,-2,22.0,10.0
5448,D,17,16,D,W,D,W,L,W,13.0,10.0,12.0,11.0,8.0,5.0,6.0,3.0,1.0,2.0,0.0,0.0,1,2,6,4.0,4.0
5449,H,11,15,L,L,L,W,W,D,10.0,9.0,17.0,11.0,8.0,5.0,11.0,6.0,1.0,1.0,0.0,0.0,-4,-4,4,-3.0,-7.0
5450,D,15,28,L,W,W,W,L,W,4.0,6.0,6.0,24.0,3.0,9.0,1.0,10.0,1.0,2.0,0.0,0.0,-13,-5,11,-9.0,23.0
5451,A,18,15,W,W,L,L,L,L,13.0,10.0,15.0,7.0,4.0,2.0,5.0,6.0,2.0,0.0,0.0,0.0,3,5,-4,2.0,-7.0
5452,A,26,13,L,W,W,L,L,L,0.0,16.0,19.0,5.0,6.0,4.0,9.0,3.0,0.0,3.0,0.0,0.0,13,11,-12,9.0,-7.0
5453,H,37,15,W,W,W,L,L,W,3.0,10.0,15.0,12.0,7.0,5.0,4.0,5.0,0.0,0.0,1.0,0.0,22,7,-14,19.0,-4.0
5454,H,17,16,W,D,D,L,L,W,10.0,12.0,15.0,20.0,5.0,6.0,4.0,8.0,0.0,2.0,0.0,0.0,1,1,-12,2.0,-1.0
5455,H,9,8,D,L,L,L,W,L,6.0,10.0,11.0,6.0,6.0,3.0,6.0,7.0,1.0,0.0,0.0,0.0,1,-3,-8,-18.0,-18.0
5456,D,10,18,W,L,L,D,L,D,8.0,10.0,15.0,16.0,8.0,7.0,7.0,12.0,2.0,1.0,0.0,0.0,-8,1,12,-15.0,-1.0
5457,D,19,18,W,W,D,D,D,W,12.0,18.0,13.0,9.0,3.0,4.0,7.0,2.0,1.0,4.0,0.0,0.0,1,0,-2,2.0,4.0
5458,H,29,14,W,W,W,L,W,D,7.0,9.0,16.0,11.0,6.0,3.0,4.0,4.0,0.0,1.0,0.0,0.0,15,8,-7,23.0,-7.0
5459,D,17,14,D,W,L,W,L,L,16.0,8.0,16.0,9.0,6.0,3.0,9.0,9.0,4.0,1.0,0.0,0.0,3,2,-14,4.0,-1.0
5460,H,18,16,W,L,L,L,L,L,6.0,15.0,7.0,6.0,2.0,3.0,6.0,9.0,3.0,3.0,1.0,0.0,2,0,-4,-5.0,-2.0
5461,A,18,29,L,W,W,D,W,L,9.0,6.0,4.0,17.0,2.0,8.0,3.0,6.0,1.0,1.0,0.0,0.0,-11,-4,8,0.0,23.0
5462,H,26,15,L,L,W,D,W,L,18.0,10.0,25.0,9.0,9.0,3.0,9.0,5.0,2.0,1.0,0.0,0.0,11,5,-13,8.0,-1.0
5463,H,32,8,W,W,W,L,L,W,13.0,16.0,12.0,4.0,6.0,1.0,7.0,2.0,3.0,2.0,0.0,0.0,24,11,-14,24.0,-19.0
5464,H,18,20,D,D,W,W,W,D,9.0,9.0,12.0,8.0,7.0,5.0,4.0,3.0,0.0,1.0,0.0,0.0,-2,0,-3,4.0,3.0
5465,H,12,11,W,D,L,D,W,L,12.0,7.0,14.0,10.0,5.0,3.0,6.0,1.0,1.0,1.0,0.0,0.0,1,0,-9,-17.0,-15.0
5466,H,20,16,D,W,W,W,L,L,8.0,9.0,13.0,6.0,7.0,3.0,5.0,4.0,1.0,2.0,0.0,0.0,4,5,-9,2.0,-6.0
5467,H,40,14,W,W,W,L,L,W,13.0,17.0,11.0,12.0,5.0,4.0,5.0,6.0,1.0,2.0,0.0,0.0,26,11,-11,20.0,-8.0
5468,A,19,16,D,D,D,D,L,W,10.0,6.0,13.0,6.0,6.0,4.0,8.0,1.0,2.0,0.0,0.0,0.0,3,-1,-4,4.0,-9.0
5469,A,19,15,D,D,L,L,L,L,10.0,11.0,12.0,20.0,5.0,9.0,9.0,9.0,3.0,1.0,0.0,0.0,4,-2,-7,-1.0,-5.0
5470,H,14,29,L,L,L,W,L,L,14.0,9.0,13.0,15.0,7.0,4.0,1.0,5.0,3.0,0.0,0.0,0.0,-15,-5,8,-11.0,9.0
5471,A,16,43,L,L,L,W,W,W,5.0,6.0,3.0,21.0,0.0,9.0,1.0,3.0,0.0,1.0,0.0,0.0,-27,-12,17,-3.0,23.0
5472,H,20,18,L,W,W,L,L,W,12.0,8.0,13.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2,2,-4,2.0,-3.0
5473,D,8,21,L,L,L,W,W,L,15.0,16.0,13.0,3.0,3.0,0.0,6.0,2.0,4.0,2.0,0.0,0.0,-13,-3,5,-21.0,-4.0
5474,A,32,21,W,D,W,W,D,D,10.0,10.0,22.0,11.0,5.0,7.0,16.0,3.0,3.0,2.0,0.0,0.0,11,2,-1,26.0,5.0
5475,A,15,35,L,D,W,W,W,W,21.0,15.0,15.0,23.0,2.0,8.0,8.0,5.0,6.0,2.0,0.0,0.0,-20,-11,12,-2.0,26.0
5476,H,19,15,W,D,L,W,W,D,11.0,17.0,12.0,19.0,6.0,4.0,3.0,12.0,1.0,3.0,0.0,0.0,4,3,2,-7.0,-16.0
5477,A,11,19,L,D,W,L,D,D,6.0,12.0,14.0,9.0,4.0,3.0,9.0,1.0,0.0,4.0,0.0,0.0,-8,-2,11,-16.0,2.0
5478,D,18,23,W,L,L,W,D,W,10.0,7.0,13.0,13.0,4.0,5.0,3.0,4.0,3.0,0.0,0.0,0.0,-5,-5,8,-4.0,4.0
5479,A,16,19,L,W,L,L,D,D,12.0,6.0,11.0,10.0,4.0,3.0,4.0,3.0,2.0,0.0,0.0,0.0,-3,0,8,-8.0,-2.0
5480,H,46,9,W,W,W,D,L,L,8.0,6.0,16.0,8.0,6.0,2.0,6.0,3.0,2.0,1.0,0.0,0.0,37,11,-18,26.0,-21.0
5481,H,18,22,L,L,L,W,W,D,15.0,12.0,7.0,9.0,4.0,0.0,4.0,3.0,0.0,2.0,0.0,0.0,-4,-4,-3,-8.0,-6.0
5482,A,29,16,L,W,L,L,L,L,9.0,14.0,18.0,11.0,5.0,2.0,9.0,4.0,1.0,2.0,0.0,0.0,13,6,-14,7.0,-6.0
5483,D,38,11,W,W,W,L,L,D,11.0,15.0,18.0,10.0,5.0,3.0,12.0,4.0,0.0,4.0,0.0,0.0,27,11,-15,29.0,-17.0
5484,H,22,15,W,L,D,L,L,D,10.0,9.0,7.0,8.0,3.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,7,2,-8,3.0,-5.0
5485,A,15,16,L,W,W,L,L,W,9.0,14.0,11.0,11.0,2.0,4.0,5.0,8.0,1.0,3.0,0.0,0.0,-1,4,-5,-17.0,-10.0
5486,D,24,17,W,W,D,W,L,L,10.0,12.0,24.0,8.0,8.0,3.0,6.0,5.0,1.0,2.0,0.0,0.0,7,5,-9,6.0,-9.0
5487,A,24,23,D,W,D,W,L,W,14.0,10.0,18.0,9.0,5.0,5.0,11.0,2.0,4.0,4.0,0.0,0.0,1,1,1,4.0,7.0
5488,A,22,32,W,L,D,L,W,D,9.0,24.0,6.0,14.0,1.0,7.0,3.0,3.0,1.0,4.0,0.0,0.0,-10,-2,6,0.0,25.0
5489,D,22,19,D,W,W,D,W,L,7.0,12.0,11.0,15.0,4.0,10.0,3.0,7.0,1.0,1.0,0.0,0.0,3,3,-1,-4.0,-4.0
5490,D,18,22,D,W,L,L,W,L,10.0,11.0,9.0,6.0,0.0,2.0,5.0,4.0,2.0,3.0,0.0,0.0,-4,-1,4,-9.0,-3.0
5491,A,15,15,L,L,L,L,L,W,16.0,15.0,19.0,17.0,6.0,8.0,7.0,5.0,2.0,1.0,0.0,0.0,0,-3,6,-7.0,-18.0
5492,A,19,21,W,L,L,W,L,L,13.0,21.0,3.0,2.0,0.0,1.0,4.0,5.0,2.0,4.0,0.0,0.0,-2,-3,8,-5.0,-7.0
5493,A,20,25,D,D,W,W,W,L,6.0,11.0,9.0,7.0,2.0,2.0,4.0,3.0,1.0,3.0,0.0,0.0,-5,-3,6,-4.0,5.0
5494,H,22,23,L,W,W,D,D,W,12.0,11.0,8.0,16.0,3.0,4.0,4.0,5.0,2.0,0.0,0.0,0.0,-1,-1,-1,-7.0,-4.0
5495,A,12,24,D,L,L,L,D,W,7.0,14.0,13.0,14.0,7.0,4.0,3.0,11.0,2.0,4.0,0.0,0.0,-12,-3,13,-17.0,3.0
5496,H,35,39,W,L,W,D,W,W,14.0,9.0,23.0,5.0,12.0,2.0,6.0,1.0,2.0,2.0,0.0,0.0,-4,-3,-3,28.0,29.0
5497,H,9,25,L,D,L,D,W,W,16.0,11.0,11.0,17.0,3.0,8.0,3.0,5.0,3.0,1.0,0.0,0.0,-16,-8,16,-23.0,6.0
5498,A,26,29,W,W,L,L,L,W,9.0,11.0,5.0,13.0,1.0,3.0,3.0,5.0,4.0,3.0,1.0,0.0,-3,9,2,8.0,6.0
5499,H,26,20,W,W,L,D,D,W,10.0,9.0,11.0,11.0,5.0,5.0,9.0,2.0,4.0,2.0,0.0,0.0,6,7,-9,8.0,-4.0
5500,H,15,12,L,L,L,L,D,L,15.0,12.0,11.0,16.0,2.0,6.0,5.0,8.0,2.0,3.0,0.0,0.0,3,-1,-3,-9.0,-18.0
5501,D,19,23,L,W,L,D,L,W,5.0,13.0,12.0,17.0,4.0,2.0,8.0,3.0,4.0,4.0,0.0,0.0,-4,-2,10,-6.0,-3.0
5502,A,32,18,W,L,L,W,L,L,10.0,9.0,10.0,5.0,3.0,3.0,8.0,1.0,3.0,2.0,0.0,0.0,14,-3,-7,8.0,-16.0
5503,H,23,19,L,D,D,L,W,L,5.0,10.0,13.0,10.0,4.0,2.0,7.0,6.0,0.0,2.0,0.0,0.0,4,2,-2,-5.0,-10.0
5504,H,19,24,D,D,W,W,W,L,15.0,14.0,21.0,6.0,5.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,-5,-1,2,-9.0,-6.0
5505,D,28,12,W,W,W,W,L,D,11.0,8.0,16.0,5.0,4.0,2.0,9.0,1.0,1.0,3.0,0.0,0.0,16,6,-10,6.0,-21.0
5506,H,25,25,L,D,W,W,L,W,10.0,7.0,22.0,7.0,10.0,2.0,5.0,0.0,2.0,2.0,0.0,0.0,0,-2,-10,4.0,-6.0
5507,A,39,52,L,D,W,W,W,W,5.0,7.0,3.0,15.0,0.0,6.0,2.0,8.0,1.0,1.0,0.0,0.0,-13,-5,4,27.0,32.0
5508,H,27,38,W,L,D,W,W,L,7.0,13.0,20.0,7.0,8.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,-11,-2,5,4.0,30.0
5509,H,20,19,L,D,D,L,W,L,8.0,11.0,16.0,10.0,6.0,2.0,9.0,2.0,0.0,2.0,0.0,0.0,1,2,-3,-5.0,-6.0
5510,A,25,22,L,W,L,W,D,D,13.0,13.0,20.0,22.0,5.0,9.0,5.0,8.0,2.0,2.0,0.0,0.0,3,1,1,-9.0,-8.0
5511,D,21,26,W,W,L,W,L,D,13.0,7.0,14.0,5.0,5.0,2.0,12.0,4.0,1.0,2.0,0.0,0.0,-5,1,-3,-14.0,-4.0
5512,H,13,18,D,W,L,W,L,L,16.0,9.0,20.0,11.0,6.0,2.0,6.0,3.0,3.0,1.0,1.0,0.0,-5,2,2,-21.0,-8.0
5513,D,12,29,L,L,D,W,L,W,12.0,10.0,5.0,15.0,2.0,7.0,4.0,6.0,3.0,3.0,0.0,0.0,-17,-8,14,-19.0,7.0
5514,A,19,39,L,L,W,L,L,D,16.0,4.0,14.0,13.0,4.0,8.0,5.0,5.0,4.0,1.0,0.0,0.0,-20,-4,11,-11.0,23.0
5515,A,24,28,L,W,W,W,L,D,17.0,10.0,8.0,14.0,1.0,5.0,5.0,4.0,4.0,3.0,0.0,0.0,-4,-4,7,-7.0,7.0
5516,A,24,32,D,D,L,L,W,L,13.0,19.0,7.0,13.0,2.0,4.0,2.0,3.0,5.0,4.0,0.0,0.0,-8,-1,4,-3.0,6.0
5517,H,55,30,W,W,W,W,W,L,7.0,3.0,10.0,10.0,3.0,2.0,5.0,6.0,1.0,0.0,0.0,0.0,25,5,-6,33.0,5.0
5518,H,38,29,L,W,W,D,W,W,5.0,6.0,16.0,8.0,4.0,0.0,8.0,5.0,1.0,1.0,0.0,0.0,9,-1,-7,29.0,6.0
5519,D,20,32,L,L,D,L,W,L,8.0,15.0,16.0,16.0,5.0,5.0,5.0,3.0,2.0,3.0,0.0,0.0,-12,-1,11,-6.0,6.0
5520,A,24,18,L,L,W,L,W,L,12.0,10.0,20.0,11.0,1.0,6.0,8.0,4.0,1.0,1.0,0.0,0.0,6,3,-7,-9.0,-11.0
5521,A,25,42,L,L,W,W,L,L,8.0,12.0,5.0,17.0,2.0,10.0,4.0,5.0,1.0,1.0,0.0,0.0,-17,-1,8,-10.0,24.0
5522,H,22,30,D,W,W,D,W,L,21.0,8.0,12.0,11.0,3.0,5.0,6.0,9.0,3.0,4.0,0.0,0.0,-8,-3,5,-14.0,7.0
5523,H,16,30,W,D,W,L,W,W,12.0,6.0,9.0,16.0,3.0,4.0,4.0,7.0,3.0,1.0,1.0,0.0,-14,1,12,-18.0,4.0
5524,H,41,25,W,L,W,W,W,D,11.0,11.0,16.0,7.0,7.0,2.0,3.0,6.0,0.0,4.0,0.0,0.0,16,-2,-10,31.0,-7.0
5525,D,13,27,D,L,L,D,W,L,12.0,9.0,15.0,12.0,4.0,3.0,2.0,5.0,5.0,0.0,0.0,0.0,-14,-4,6,-19.0,-4.0
5526,H,22,20,W,L,L,L,D,L,3.0,12.0,14.0,3.0,7.0,2.0,9.0,2.0,1.0,2.0,0.0,0.0,2,2,-2,-7.0,-8.0
5527,H,24,31,L,D,D,W,W,L,11.0,15.0,10.0,10.0,4.0,4.0,1.0,4.0,2.0,0.0,0.0,0.0,-7,-5,5,-4.0,9.0
5528,H,58,29,W,W,W,L,D,W,5.0,8.0,19.0,3.0,7.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,29,5,-8,35.0,4.0
5529,H,29,22,L,D,W,W,L,L,11.0,6.0,13.0,7.0,3.0,2.0,7.0,3.0,1.0,0.0,0.0,0.0,7,4,-7,4.0,-7.0
5530,D,28,27,D,D,W,W,L,D,14.0,22.0,6.0,7.0,3.0,4.0,1.0,4.0,2.0,3.0,0.0,1.0,1,1,6,-4.0,-2.0
5531,H,36,24,D,W,L,L,L,L,7.0,4.0,18.0,7.0,8.0,2.0,10.0,3.0,0.0,3.0,0.0,0.0,12,1,-6,7.0,-10.0
5532,H,25,24,L,W,W,D,W,L,7.0,7.0,14.0,9.0,6.0,2.0,4.0,3.0,2.0,1.0,0.0,0.0,1,3,-3,-8.0,-4.0
5533,A,45,25,W,W,L,W,D,W,9.0,17.0,5.0,16.0,5.0,10.0,2.0,4.0,0.0,3.0,0.0,0.0,20,-3,-6,27.0,-13.0
5534,H,31,14,L,W,W,D,D,L,18.0,7.0,13.0,8.0,6.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,17,4,-17,7.0,-19.0
5535,D,30,25,L,L,W,L,L,L,13.0,12.0,9.0,5.0,4.0,1.0,5.0,2.0,0.0,3.0,0.0,0.0,5,3,-6,3.0,-13.0
5536,A,30,61,L,D,W,W,W,W,4.0,8.0,14.0,13.0,4.0,7.0,4.0,3.0,0.0,2.0,0.0,0.0,-31,-8,5,6.0,36.0
5537,A,20,19,L,L,D,W,W,D,3.0,13.0,10.0,18.0,1.0,6.0,5.0,5.0,1.0,1.0,0.0,0.0,1,-6,-1,-12.0,-17.0
5538,A,21,44,W,L,W,W,W,L,5.0,12.0,7.0,22.0,1.0,12.0,2.0,4.0,2.0,1.0,0.0,0.0,-23,-6,15,-10.0,32.0
5539,D,19,30,W,W,D,L,D,W,13.0,13.0,15.0,17.0,2.0,5.0,3.0,3.0,2.0,3.0,0.0,0.0,-11,3,13,-17.0,6.0
5540,D,28,32,D,W,L,W,L,L,9.0,13.0,11.0,12.0,4.0,4.0,4.0,5.0,1.0,2.0,0.0,0.0,-4,-1,-1,-2.0,3.0
5541,D,24,21,L,D,W,L,W,L,11.0,13.0,10.0,8.0,2.0,3.0,3.0,4.0,3.0,3.0,0.0,0.0,3,-2,-2,-5.0,-15.0
